timepoint,bw_date,ID,species,colony,coralID,colony_ID,home_reef,transplant_reef,collection_site,transplant_site,transplant,pale or bleached,partial mortality,mortality,months,mort,tod
T4,NA,SSID 6 12,SSID,S6,12,NSS6,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,60,1,9
T0,12/13/17,SSID 6 14,SSID,S6,14,OSS6,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,0,0,NA
T1,3/6/18,SSID 6 14,SSID,S6,14,OSS6,OS,OS,Silk Cayes,Silk Cayes,OS Native,Y,N,alive,3,0,NA
T2,9/26/18,SSID 6 14,SSID,S6,14,OSS6,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,9,0,NA
T3,5/31/19,SSID 6 14,SSID,S6,14,OSS6,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,17,0,NA
T4,8/10/23,SSID 6 14,SSID,S6,14,OSS6,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,60,0,NA
T0,12/13/17,SSID 6 15,SSID,S6,15,OSS6,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,0,0,NA
T1,3/6/18,SSID 6 15,SSID,S6,15,OSS6,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,3,0,NA
T2,9/26/18,SSID 6 15,SSID,S6,15,OSS6,OS,OS,Silk Cayes,Silk Cayes,OS Native,Y,N,alive,9,0,NA
T3,5/31/19,SSID 6 15,SSID,S6,15,OSS6,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,17,0,NA
T4,8/10/23,SSID 6 15,SSID,S6,15,OSS6,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,60,0,NA
T0,12/13/17,SSID 6 16,SSID,S6,16,OSS6,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,0,0,60
T1,3/6/18,SSID 6 16,SSID,S6,16,OSS6,OS,OS,Silk Cayes,Silk Cayes,OS Native,Y,N,alive,3,0,60
T2,9/26/18,SSID 6 16,SSID,S6,16,OSS6,OS,OS,Silk Cayes,Silk Cayes,OS Native,Y,N,alive,9,0,60
T3,5/31/19,SSID 6 16,SSID,S6,16,OSS6,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,17,0,60
T4,NA,SSID 6 16,SSID,S6,16,OSS6,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,dead,60,1,60
T0,12/13/17,SSID 6 17,SSID,S6,17,OSS6,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,0,0,NA
T1,3/6/18,SSID 6 17,SSID,S6,17,OSS6,OS,OS,Silk Cayes,Silk Cayes,OS Native,Y,N,alive,3,0,NA
T2,9/26/18,SSID 6 17,SSID,S6,17,OSS6,OS,OS,Silk Cayes,Silk Cayes,OS Native,Y,N,alive,9,0,NA
T3,5/31/19,SSID 6 17,SSID,S6,17,OSS6,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,17,0,NA
T4,8/10/23,SSID 6 17,SSID,S6,17,OSS6,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,60,0,NA
T0,12/13/17,SSID 6 18,SSID,S6,18,OSS6,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,0,0,NA
T1,3/6/18,SSID 6 18,SSID,S6,18,OSS6,OS,OS,Silk Cayes,Silk Cayes,OS Native,Y,Y,alive,3,0,NA
T2,9/26/18,SSID 6 18,SSID,S6,18,OSS6,OS,OS,Silk Cayes,Silk Cayes,OS Native,Y,N,alive,9,0,NA
T3,5/31/19,SSID 6 18,SSID,S6,18,OSS6,OS,OS,Silk Cayes,Silk Cayes,OS Native,Y,N,alive,17,0,NA
T4,8/10/23,SSID 6 18,SSID,S6,18,OSS6,OS,OS,Silk Cayes,Silk Cayes,OS Native,Y,N,alive,60,0,NA
T0,12/13/17,SSID 6 19,SSID,S6,19,OSS6,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,0,0,NA
T1,3/6/18,SSID 6 19,SSID,S6,19,OSS6,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,3,0,NA
T2,9/26/18,SSID 6 19,SSID,S6,19,OSS6,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,9,0,NA
T3,5/31/19,SSID 6 19,SSID,S6,19,OSS6,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,17,0,NA
T4,8/10/23,SSID 6 19,SSID,S6,19,OSS6,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,60,0,NA
T0,12/10/17,SSID 6 2,SSID,S6,2,NSS6,NS,NS,False Caye,False Caye,NS Native,N,N,alive,0,0,60
T1,3/8/18,SSID 6 2,SSID,S6,2,NSS6,NS,NS,False Caye,False Caye,NS Native,N,Y,alive,3,0,60
T2,9/24/18,SSID 6 2,SSID,S6,2,NSS6,NS,NS,False Caye,False Caye,NS Native,Y,Y,alive,9,0,60
T3,5/30/19,SSID 6 2,SSID,S6,2,NSS6,NS,NS,False Caye,False Caye,NS Native,Y,N,alive,17,0,60
T4,NA,SSID 6 2,SSID,S6,2,NSS6,NS,NS,False Caye,False Caye,NS Native,Y,N,dead,60,1,60
T0,12/13/17,SSID 6 22,SSID,S6,22,OSS6,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,0,0,60
T1,3/9/18,SSID 6 22,SSID,S6,22,OSS6,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,3,0,60
T2,9/25/18,SSID 6 22,SSID,S6,22,OSS6,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,9,0,60
T3,5/29/19,SSID 6 22,SSID,S6,22,OSS6,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,17,0,60
T4,NA,SSID 6 22,SSID,S6,22,OSS6,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,dead,60,1,60
T0,12/13/17,SSID 6 23,SSID,S6,23,OSS6,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,0,0,NA
T1,3/9/18,SSID 6 23,SSID,S6,23,OSS6,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,N,alive,3,0,NA
T2,9/25/18,SSID 6 23,SSID,S6,23,OSS6,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,N,alive,9,0,NA
T3,5/29/19,SSID 6 23,SSID,S6,23,OSS6,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,17,0,NA
T4,8/8/23,SSID 6 23,SSID,S6,23,OSS6,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,60,0,NA
T0,12/13/17,SSID 6 24,SSID,S6,24,OSS6,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,0,0,NA
T1,3/9/18,SSID 6 24,SSID,S6,24,OSS6,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,N,alive,3,0,NA
T2,9/25/18,SSID 6 24,SSID,S6,24,OSS6,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,N,alive,9,0,NA
T3,5/29/19,SSID 6 24,SSID,S6,24,OSS6,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,17,0,NA
T4,8/8/23,SSID 6 24,SSID,S6,24,OSS6,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,60,0,NA
T0,12/13/17,SSID 6 25,SSID,S6,25,OSS6,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,0,0,60
T1,3/9/18,SSID 6 25,SSID,S6,25,OSS6,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,3,0,60
T2,9/25/18,SSID 6 25,SSID,S6,25,OSS6,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,N,alive,9,0,60
T3,5/29/19,SSID 6 25,SSID,S6,25,OSS6,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,17,0,60
T4,NA,SSID 6 25,SSID,S6,25,OSS6,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,dead,60,1,60
T0,12/10/17,SSID 6 3,SSID,S6,3,NSS6,NS,NS,False Caye,False Caye,NS Native,N,N,alive,0,0,17
T1,3/8/18,SSID 6 3,SSID,S6,3,NSS6,NS,NS,False Caye,False Caye,NS Native,N,N,alive,3,0,17
T2,9/24/18,SSID 6 3,SSID,S6,3,NSS6,NS,NS,False Caye,False Caye,NS Native,Y,Y,alive,9,0,17
T3,5/30/19,SSID 6 3,SSID,S6,3,NSS6,NS,NS,False Caye,False Caye,NS Native,N,N,dead,17,1,17
T4,NA,SSID 6 3,SSID,S6,3,NSS6,NS,NS,False Caye,False Caye,NS Native,N,N,dead,60,1,17
T0,12/10/17,SSID 6 4,SSID,S6,4,NSS6,NS,NS,False Caye,False Caye,NS Native,N,N,alive,0,0,60
T1,3/8/18,SSID 6 4,SSID,S6,4,NSS6,NS,NS,False Caye,False Caye,NS Native,N,N,alive,3,0,60
T2,9/24/18,SSID 6 4,SSID,S6,4,NSS6,NS,NS,False Caye,False Caye,NS Native,Y,N,alive,9,0,60
T3,5/30/19,SSID 6 4,SSID,S6,4,NSS6,NS,NS,False Caye,False Caye,NS Native,N,N,alive,17,0,60
T4,NA,SSID 6 4,SSID,S6,4,NSS6,NS,NS,False Caye,False Caye,NS Native,N,N,dead,60,1,60
T0,12/10/17,SSID 6 5,SSID,S6,5,NSS6,NS,NS,False Caye,False Caye,NS Native,N,N,alive,0,0,17
T1,3/8/18,SSID 6 5,SSID,S6,5,NSS6,NS,NS,False Caye,False Caye,NS Native,N,Y,alive,3,0,17
T2,9/24/18,SSID 6 5,SSID,S6,5,NSS6,NS,NS,False Caye,False Caye,NS Native,Y,Y,alive,9,0,17
T3,5/30/19,SSID 6 5,SSID,S6,5,NSS6,NS,NS,False Caye,False Caye,NS Native,N,N,dead,17,1,17
T4,NA,SSID 6 5,SSID,S6,5,NSS6,NS,NS,False Caye,False Caye,NS Native,N,N,dead,60,1,17
T0,12/10/17,SSID 6 6,SSID,S6,6,NSS6,NS,NS,False Caye,False Caye,NS Native,N,N,alive,0,0,9
T1,3/8/18,SSID 6 6,SSID,S6,6,NSS6,NS,NS,False Caye,False Caye,NS Native,Y,Y,alive,3,0,9
T2,9/24/18,SSID 6 6,SSID,S6,6,NSS6,NS,NS,False Caye,False Caye,NS Native,N,N,dead,9,1,9
T3,5/30/19,SSID 6 6,SSID,S6,6,NSS6,NS,NS,False Caye,False Caye,NS Native,N,N,dead,17,1,9
T4,NA,SSID 6 6,SSID,S6,6,NSS6,NS,NS,False Caye,False Caye,NS Native,N,N,dead,60,1,9
T0,12/10/17,SSID 6 9,SSID,S6,9,NSS6,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,alive,0,0,17
T1,3/7/18,SSID 6 9,SSID,S6,9,NSS6,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,alive,3,0,17
T2,9/26/18,SSID 6 9,SSID,S6,9,NSS6,NS,OS,False Caye,Silk Cayes,OS Transplant,Y,Y,alive,9,0,17
T3,5/31/19,SSID 6 9,SSID,S6,9,NSS6,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,17,1,17
T4,NA,SSID 6 9,SSID,S6,9,NSS6,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,60,1,17
